starID,regionName,System Name,Star,power
40112067,Outer Passage,M4U-EH,Sun O1 (Bright Blue),1000
40112143,Outer Passage,WK2F-Y,Sun K5 (Orange Bright),620
40112181,Outer Passage,WIO-OL,Sun M0 (Orange radiant),500
40112232,Outer Passage,1-10QG,Sun O1 (Bright Blue),1000
40112313,Outer Passage,YQM-P1,Sun G5 (Yellow),680
40112374,Outer Passage,6-GRN7,Sun K7 (Orange),550
40112488,Outer Passage,TFPT-U,Sun K5 (Red Giant),580
40112603,Outer Passage,D-JVGJ,Sun M0 (Orange radiant),500
40112693,Outer Passage,K4UV-G,Sun G5 (Yellow),680
40112728,Outer Passage,Q7E-DU,Sun G3 (Pink Small),740
40112833,Outer Passage,9Z-XJN,Sun A0 (Blue Small),850
40112930,Outer Passage,ZEZ1-9,Sun G5 (Pink),700
40112956,Outer Passage,QFRV-2,Sun B5 (White Dwarf),820
40113068,Outer Passage,HZID-J,Sun B5 (White Dwarf),820
40113101,Outer Passage,8-AA98,Sun K5 (Orange Bright),620
40113144,Outer Passage,EZWQ-X,Sun G5 (Pink),700
40113209,Outer Passage,2ULC-J,Sun K5 (Orange Bright),620
40113288,Outer Passage,T0DT-T,Sun F0 (White),780
40113389,Outer Passage,QG3-Z0,Sun O1 (Bright Blue),1000
40113446,Outer Passage,RT64-C,Sun G5 (Pink),700
40113493,Outer Passage,2ID-87,Sun K3 (Yellow Small),650
40113576,Outer Passage,FVQF-W,Sun G5 (Pink),700
40113620,Outer Passage,8K-QCZ,Sun G5 (Yellow),680
40113697,Outer Passage,JBUH-H,Sun K5 (Red Giant),580
40113766,Outer Passage,XDTW-F,Sun K3 (Yellow Small),650
40113829,Outer Passage,0-4VQL,Sun K5 (Orange Bright),620
40113865,Outer Passage,SN-DZ6,Sun M0 (Orange radiant),500
40113932,Outer Passage,DJ-GBH,Sun G5 (Pink),700
40114003,Outer Passage,I0N-BM,Sun M0 (Orange radiant),500
40114061,Outer Passage,QOK-SX,Sun G3 (Pink Small),740
40114131,Outer Passage,24I-FE,Sun F0 (White),780
40114204,Outer Passage,4H-YJZ,Sun K3 (Yellow Small),650
40114252,Outer Passage,2-84WC,Sun O1 (Bright Blue),1000
40114332,Outer Passage,V-SEE6,Sun A0 (Blue Small),850
40114426,Outer Passage,U-FQ21,Sun G5 (Pink),700
40114441,Outer Passage,NHKO-4,Sun M0 (Orange radiant),500
40114519,Outer Passage,KGCF-5,Sun K5 (Orange Bright),620
40114603,Outer Passage,Y-UO9U,Sun B5 (White Dwarf),820
40114660,Outer Passage,XME-SW,Sun K7 (Orange),550
40114718,Outer Passage,JX-SOA,Sun K3 (Yellow Small),650
40114755,Outer Passage,VH-9VO,Sun G5 (Yellow),680
40114781,Outer Passage,P-T9VC,Sun M0 (Orange radiant),500
40114876,Outer Passage,9S-GPT,Sun M0 (Orange radiant),500
40114957,Outer Passage,UAJ5-K,Sun O1 (Bright Blue),1000
40115011,Outer Passage,XJ-AG7,Sun K7 (Orange),550
40115055,Outer Passage,2WU-XT,Sun A0 (Blue Small),850
40115127,Outer Passage,J7X-VN,Sun F0 (White),780
40115195,Outer Passage,F-WCLC,Sun M0 (Orange radiant),500
40115264,Outer Passage,G-HE0N,Sun M0 (Orange radiant),500
40115306,Outer Passage,YC-ANK,Sun A0 (Blue Small),850
40115371,Outer Passage,LTT-AP,Sun K7 (Orange),550
40115434,Outer Passage,8RL-OG,Sun G5 (Yellow),680
40115515,Outer Passage,R3P0-Z,Sun G5 (Yellow),680
40115539,Outer Passage,ZZK-VF,Sun G5 (Yellow),680
40115596,Outer Passage,SN-Q1T,Sun G5 (Yellow),680
40115683,Outer Passage,L1YK-V,Sun G3 (Pink Small),740
40115744,Outer Passage,ZJ-5IS,Sun K3 (Yellow Small),650
40115771,Outer Passage,GA58-7,Sun G5 (Yellow),680
40115791,Outer Passage,J-0KB3,Sun M0 (Orange radiant),500
40115836,Outer Passage,UC-8XF,Sun K5 (Orange Bright),620
40115901,Outer Passage,90-A1P,Sun F0 (White),780
40115985,Outer Passage,4AZV-W,Sun K7 (Orange),550
40116072,Outer Passage,UNV-3J,Sun K7 (Orange),550
40116119,Outer Passage,7F-2FB,Sun G5 (Yellow),680
40116183,Outer Passage,MC4C-H,Sun G5 (Yellow),680
40116244,Outer Passage,OW-QXW,Sun G5 (Yellow),680
40116314,Outer Passage,3-QNM4,Sun G3 (Pink Small),740
40116383,Outer Passage,UEPO-D,Sun M0 (Orange radiant),500
40116471,Outer Passage,NQ-M6W,Sun M0 (Orange radiant),500
40116610,Outer Passage,P-8PDJ,Sun K7 (Orange),550
40116678,Outer Passage,VE-W7O,Sun M0 (Orange radiant),500
40116768,Outer Passage,CNHV-M,Sun M0 (Orange radiant),500
40116832,Outer Passage,NEU-UD,Sun F0 (White),780
40116906,Outer Passage,N-I024,Sun G5 (Yellow),680
40116927,Outer Passage,4O-ZRI,Sun G5 (Pink),700
40117002,Outer Passage,Y-7XVJ,Sun K5 (Orange Bright),620
40117093,Outer Passage,RQNF-9,Sun K3 (Yellow Small),650
40125375,Pure Blind,KQK1-2,Sun A0 (Blue Small),850
40125474,Pure Blind,O-BY0Y,Sun B0 (Blue),900
40125493,Pure Blind,2D-0SO,Sun M0 (Orange radiant),500
40125587,Pure Blind,UR-E6D,Sun K7 (Orange),550
40125619,Pure Blind,X47L-Q,Sun M0 (Orange radiant),500
40125687,Pure Blind,D7T-C0,Sun K5 (Red Giant),580
40125705,Pure Blind,KI-TL0,Sun K3 (Yellow Small),650
40125757,Pure Blind,EL8-4Q,Sun G3 (Pink Small),740
40125850,Pure Blind,JC-YX8,Sun G3 (Pink Small),740
40125893,Pure Blind,5-9WNU,Sun G3 (Pink Small),740
40125954,Pure Blind,XI-VUF,Sun M0 (Orange radiant),500
40126018,Pure Blind,N-H32Y,Sun M0 (Orange radiant),500
40126117,Pure Blind,12YA-2,Sun G5 (Yellow),680
40126189,Pure Blind,BDV3-T,Sun B5 (White Dwarf),820
40126698,Pure Blind,EC-P8R,Sun M0 (Orange radiant),500
40126790,Pure Blind,EWOK-K,Sun M0 (Orange radiant),500
40126868,Pure Blind,O-N8XZ,Sun G3 (Pink Small),740
40126882,Pure Blind,G-M4I8,Sun G5 (Yellow),680
40126931,Pure Blind,MI6O-6,Sun O1 (Bright Blue),1000
40127014,Pure Blind,L-TS8S,Sun K3 (Yellow Small),650
40127033,Pure Blind,93PI-4,Sun B0 (Blue),900
40127083,Pure Blind,ION-FG,Sun K3 (Yellow Small),650
40127149,Pure Blind,C-H9X7,Sun K5 (Orange Bright),620
40127223,Pure Blind,A8I-C5,Sun K7 (Orange),550
40127297,Pure Blind,DK-FXK,Sun B5 (White Dwarf),820
40127343,Pure Blind,M-76XI,Sun K5 (Red Giant),580
40127404,Pure Blind,ZJET-E,Sun K7 (Orange),550
40127455,Pure Blind,U-INPD,Sun K7 (Orange),550
40127560,Pure Blind,WW-KGD,Sun K5 (Red Giant),580
40127575,Pure Blind,XQ-PXU,Sun K3 (Yellow Small),650
40127592,Pure Blind,M-YCD4,Sun K5 (Orange Bright),620
40127653,Pure Blind,Q-5211,Sun K7 (Orange),550
40127712,Pure Blind,R-2R0G,Sun K7 (Orange),550
40127762,Pure Blind,CR-AQH,Sun M0 (Orange radiant),500
40128288,Pure Blind,R6XN-9,Sun B0 (Blue),900
40128362,Pure Blind,3V8-LJ,Sun G5 (Yellow),680
40128377,Pure Blind,B8EN-S,Sun K3 (Yellow Small),650
40128436,Pure Blind,R-LW2I,Sun K7 (Orange),550
40128475,Pure Blind,DP-1YE,Sun K5 (Red Giant),580
40128500,Pure Blind,4-ABS8,Sun K3 (Yellow Small),650
40128566,Pure Blind,7RM-N0,Sun G5 (Pink),700
40128641,Pure Blind,S-MDYI,Sun G5 (Yellow),680
40128714,Pure Blind,ZKYV-W,Sun M0 (Orange radiant),500
40128775,Pure Blind,F-NMX6,Sun G3 (Pink Small),740
40128861,Pure Blind,GA-P6C,Sun G5 (Yellow),680
40128934,Pure Blind,FWA-4V,Sun M0 (Orange radiant),500
40128979,Pure Blind,RZC-16,Sun M0 (Orange radiant),500
40129040,Pure Blind,RD-G2R,Sun K3 (Yellow Small),650
40129064,Pure Blind,UC3H-Y,Sun B5 (White Dwarf),820
40129158,Pure Blind,6GWE-A,Sun K3 (Yellow Small),650
40129250,Pure Blind,J-OK0C,Sun M0 (Orange radiant),500
40129322,Pure Blind,KDV-DE,Sun B5 (White Dwarf),820
40129412,Pure Blind,MT9Q-S,Sun M0 (Orange radiant),500
40129497,Pure Blind,B-9C24,Sun M0 (Orange radiant),500
40129597,Pure Blind,P-2TTL,Sun K5 (Orange Bright),620
40129612,Pure Blind,7X-VKB,Sun K3 (Yellow Small),650
40129694,Pure Blind,E-Z2ZX,Sun K3 (Yellow Small),650
40129738,Pure Blind,RORZ-H,Sun K3 (Yellow Small),650
40129849,Pure Blind,O-A6YN,Sun K5 (Red Giant),580
40129871,Pure Blind,MQ-NPY,Sun G3 (Pink Small),740
40129930,Pure Blind,D2-HOS,Sun B5 (White Dwarf),820
40129986,Pure Blind,Y2-6EA,Sun K3 (Yellow Small),650
40130042,Pure Blind,TFA0-U,Sun G5 (Pink),700
40130123,Pure Blind,RQH-MY,Sun K7 (Orange),550
40130178,Pure Blind,HPS5-C,Sun G5 (Pink),700
40130214,Pure Blind,DT-TCD,Sun M0 (Orange radiant),500
40130276,Pure Blind,KU5R-W,Sun G3 (Pink Small),740
40130353,Pure Blind,H1-J33,Sun M0 (Orange radiant),500
40130473,Pure Blind,Y-C3EQ,Sun B5 (White Dwarf),820
40130521,Pure Blind,OGV-AS,Sun G5 (Yellow),680
40130603,Pure Blind,7D-0SQ,Sun K3 (Yellow Small),650
40130671,Pure Blind,UI-8ZE,Sun K5 (Orange Bright),620
40134159,Immensea,NS2L-4,Sun M0 (Orange radiant),500
40134201,Immensea,QI-S9W,Sun K7 (Orange),550
40134248,Immensea,B-S347,Sun G5 (Yellow),680
40134300,Immensea,PPFB-U,Sun G3 (Pink Small),740
40134386,Immensea,AF0-V5,Sun A0 (Blue Small),850
40134462,Immensea,B-A587,Sun K7 (Orange),550
40134520,Immensea,Y19P-1,Sun K5 (Orange Bright),620
40134587,Immensea,B9E-H6,Sun G5 (Yellow),680
40134657,Immensea,SPBS-6,Sun G3 (Pink Small),740
40134736,Immensea,JDAS-0,Sun K7 (Orange),550
40134780,Immensea,A4B-V5,Sun M0 (Orange radiant),500
40134880,Immensea,LN-56V,Sun B0 (Blue),900
40134979,Immensea,Y2-QUV,Sun M0 (Orange radiant),500
40135027,Immensea,O7-7UX,Sun G5 (Yellow),680
40135093,Immensea,Z8-81T,Sun A0 (Blue Small),850
40135211,Immensea,XD-JW7,Sun O1 (Bright Blue),1000
40135298,Immensea,DY-P7Q,Sun A0 (Blue Small),850
40135334,Immensea,H-RXNZ,Sun K7 (Orange),550
40135392,Immensea,ZBP-TP,Sun M0 (Orange radiant),500
40135454,Immensea,XVV-21,Sun M0 (Orange radiant),500
40135514,Immensea,GXK-7F,Sun F0 (White),780
40135565,Immensea,EA-HSA,Sun K7 (Orange),550
40135629,Immensea,78TS-Q,Sun G5 (Pink),700
40135647,Immensea,WYF8-8,Sun K3 (Yellow Small),650
40135689,Immensea,CJNF-J,Sun K7 (Orange),550
40135774,Immensea,FYI-49,Sun K5 (Red Giant),580
40135797,Immensea,RF6T-8,Sun G5 (Yellow),680
40135873,Immensea,ZJA-6U,Sun K7 (Orange),550
40135902,Immensea,94FR-S,Sun G3 (Pink Small),740
40135996,Immensea,Q-HJ97,Sun M0 (Orange radiant),500
40136056,Immensea,GM-0K7,Sun K5 (Orange Bright),620
40136146,Immensea,I-NGI8,Sun O1 (Bright Blue),1000
40136177,Immensea,R-ZUOL,Sun O1 (Bright Blue),1000
40136277,Immensea,E1F-LK,Sun O1 (Bright Blue),1000
40136340,Immensea,Z4-QLD,Sun K5 (Orange Bright),620
40136394,Immensea,QE-E1D,Sun K3 (Yellow Small),650
40136415,Immensea,LK1K-5,Sun K7 (Orange),550
40136460,Immensea,REB-KR,Sun K5 (Orange Bright),620
40136542,Immensea,Z-H2MA,Sun F0 (White),780
40136607,Immensea,L-5JCJ,Sun O1 (Bright Blue),1000
40136698,Immensea,B-KDOZ,Sun K3 (Yellow Small),650
40136762,Immensea,4-GB14,Sun M0 (Orange radiant),500
40136827,Immensea,PH-NFR,Sun M0 (Orange radiant),500
40136898,Immensea,DW-N2S,Sun A0 (Blue Small),850
40136976,Immensea,W-FHWJ,Sun G5 (Pink),700
40136992,Immensea,X-6WC7,Sun M0 (Orange radiant),500
40137069,Immensea,D-BAMJ,Sun K7 (Orange),550
40137131,Immensea,JKWP-U,Sun K5 (Orange Bright),620
40137250,Immensea,RHE7-W,Sun K3 (Yellow Small),650
40137266,Immensea,F76-8Q,Sun M0 (Orange radiant),500
40137325,Immensea,O3Z5-G,Sun K3 (Yellow Small),650
40137363,Immensea,4DV-1T,Sun K5 (Red Giant),580
40137400,Immensea,XS-K1O,Sun K7 (Orange),550
40137481,Immensea,FN-DSR,Sun A0 (Blue Small),850
40137530,Immensea,B-R5RB,Sun K5 (Red Giant),580
40137618,Immensea,7-ZT1Y,Sun K3 (Yellow Small),650
40137693,Immensea,9-XN3F,Sun K7 (Orange),550
40137774,Immensea,AC-7LZ,Sun K7 (Orange),550
40137852,Immensea,LBA-SO,Sun G5 (Yellow),680
40137955,Immensea,Y-FZ5N,Sun G3 (Pink Small),740
40138006,Immensea,E8-YS9,Sun K3 (Yellow Small),650
40138056,Immensea,U79-JF,Sun M0 (Orange radiant),500
40138127,Immensea,B2-UQW,Sun M0 (Orange radiant),500
40138208,Immensea,U9U-TQ,Sun K5 (Orange Bright),620
40138226,Immensea,6-I162,Sun G5 (Pink),700
40138243,Immensea,08-N7Q,Sun B0 (Blue),900
40138307,Immensea,Y-C4AL,Sun G3 (Pink Small),740
40138364,Immensea,CKX-RW,Sun K5 (Orange Bright),620
40138413,Immensea,8X6T-8,Sun M0 (Orange radiant),500
40138485,Immensea,W4E-IT,Sun K7 (Orange),550
40138524,Immensea,OP9L-F,Sun K3 (Yellow Small),650
40138599,Immensea,J-QA7I,Sun K5 (Red Giant),580
40138706,Immensea,2O-EEW,Sun K5 (Orange Bright),620
40138769,Immensea,Y-N4EF,Sun G5 (Yellow),680
40138828,Immensea,7YSF-E,Sun K7 (Orange),550
40138886,Immensea,KCDX-7,Sun K7 (Orange),550
40138965,Immensea,O7-VJ5,Sun K3 (Yellow Small),650
40138985,Immensea,FRTC-5,Sun K5 (Red Giant),580
40139002,Immensea,M-ZJWJ,Sun K3 (Yellow Small),650
40139023,Immensea,R-ORB7,Sun G3 (Pink Small),740
40139113,Immensea,RU-PT9,Sun K7 (Orange),550
40139169,Immensea,DR-427,Sun K7 (Orange),550
40139222,Immensea,NI-J0B,Sun K3 (Yellow Small),650
40139275,Immensea,QN-6J2,Sun M0 (Orange radiant),500
40145335,Etherium Reach,2G-VDP,Sun K7 (Orange),550
40145392,Etherium Reach,9F-3CR,Sun K3 (Yellow Small),650
40145455,Etherium Reach,J7M-3W,Sun M0 (Orange radiant),500
40145509,Etherium Reach,KRPF-A,Sun K5 (Red Giant),580
40145557,Etherium Reach,9P-870,Sun G5 (Pink),700
40145608,Etherium Reach,QNXJ-M,Sun G5 (Yellow),680
40145723,Etherium Reach,AID-9T,Sun G5 (Yellow),680
40145806,Etherium Reach,PXE-RG,Sun B5 (White Dwarf),820
40145876,Etherium Reach,5J-62N,Sun G5 (Yellow),680
40145972,Etherium Reach,Z-DRIY,Sun M0 (Orange radiant),500
40146057,Etherium Reach,8-MXHA,Sun M0 (Orange radiant),500
40146131,Etherium Reach,LPVL-5,Sun K5 (Orange Bright),620
40146163,Etherium Reach,D3S-EA,Sun G5 (Pink),700
40146218,Etherium Reach,KGT3-6,Sun G3 (Pink Small),740
40146312,Etherium Reach,4LJ6-Q,Sun G5 (Pink),700
40146416,Etherium Reach,SAH-AD,Sun B5 (White Dwarf),820
40146475,Etherium Reach,MF-PGF,Sun K3 (Yellow Small),650
40146531,Etherium Reach,L-ZJLN,Sun G5 (Yellow),680
40146619,Etherium Reach,G-QTSD,Sun M0 (Orange radiant),500
40146681,Etherium Reach,3G-LFX,Sun K5 (Orange Bright),620
40146699,Etherium Reach,NK-VTL,Sun K5 (Red Giant),580
40146756,Etherium Reach,D-CR6W,Sun O1 (Bright Blue),1000
40146801,Etherium Reach,BY-7PY,Sun K5 (Red Giant),580
40146870,Etherium Reach,GN-TNT,Sun M0 (Orange radiant),500
40146924,Etherium Reach,QKCU-4,Sun F0 (White),780
40146995,Etherium Reach,0M-24X,Sun G5 (Yellow),680
40147006,Etherium Reach,N06Z-Q,Sun K7 (Orange),550
40147103,Etherium Reach,YX-0KH,Sun M0 (Orange radiant),500
40147162,Etherium Reach,KMH-J1,Sun G5 (Pink),700
40147256,Etherium Reach,CYB-BZ,Sun B0 (Blue),900
40147320,Etherium Reach,5U-3PW,Sun K3 (Yellow Small),650
40147373,Etherium Reach,89JS-J,Sun K7 (Orange),550
40147466,Etherium Reach,C9R-NO,Sun O1 (Bright Blue),1000
40147523,Etherium Reach,FKR-SR,Sun K3 (Yellow Small),650
40147555,Etherium Reach,1ACJ-6,Sun K3 (Yellow Small),650
40147605,Etherium Reach,BNX-AS,Sun M0 (Orange radiant),500
40147672,Etherium Reach,XB-9U2,Sun K5 (Red Giant),580
40147692,Etherium Reach,F9-FUV,Sun M0 (Orange radiant),500
40147773,Etherium Reach,FB-MPY,Sun K5 (Red Giant),580
40147837,Etherium Reach,RO-0PZ,Sun K5 (Red Giant),580
40147903,Etherium Reach,JTA2-2,Sun G5 (Yellow),680
40147937,Etherium Reach,R-6KYM,Sun K7 (Orange),550
40147984,Etherium Reach,3H58-R,Sun G5 (Pink),700
40148033,Etherium Reach,RV-GA8,Sun K5 (Red Giant),580
40148089,Etherium Reach,TP-RTO,Sun K7 (Orange),550
40148130,Etherium Reach,GTY-FW,Sun M0 (Orange radiant),500
40148198,Etherium Reach,1H5-3W,Sun M0 (Orange radiant),500
40148282,Etherium Reach,QZV-X3,Sun K7 (Orange),550
40148369,Etherium Reach,IS-OBW,Sun B0 (Blue),900
40148439,Etherium Reach,1GH-48,Sun F0 (White),780
40148507,Etherium Reach,IRD-HU,Sun M0 (Orange radiant),500
40148607,Etherium Reach,B-2VXB,Sun M0 (Orange radiant),500
40148651,Etherium Reach,FIZU-X,Sun G3 (Pink Small),740
40148704,Etherium Reach,JAWX-R,Sun A0 (Blue Small),850
40148733,Etherium Reach,Z0G-XG,Sun K3 (Yellow Small),650
40148806,Etherium Reach,ALC-JM,Sun G5 (Yellow),680
40148828,Etherium Reach,9QS5-C,Sun K3 (Yellow Small),650
40148876,Etherium Reach,NWX-LI,Sun M0 (Orange radiant),500
40148988,Etherium Reach,N-SFZK,Sun M0 (Orange radiant),500
40149067,Etherium Reach,2B-UUQ,Sun K5 (Orange Bright),620
40149131,Etherium Reach,I64-XB,Sun M0 (Orange radiant),500
40149240,Etherium Reach,4-QDIX,Sun K7 (Orange),550
40149320,Etherium Reach,FGJP-J,Sun B0 (Blue),900
40149392,Etherium Reach,89-JPE,Sun K7 (Orange),550
40149468,Etherium Reach,D-IZT9,Sun K3 (Yellow Small),650
40149494,Etherium Reach,WU9-ZR,Sun O1 (Bright Blue),1000
40149521,Etherium Reach,E8-432,Sun K5 (Red Giant),580
40149538,Etherium Reach,43-1TL,Sun B0 (Blue),900
40149558,Etherium Reach,O-LJOO,Sun K5 (Red Giant),580
40149604,Etherium Reach,ZS-PNI,Sun K3 (Yellow Small),650
40149646,Etherium Reach,TZ-74M,Sun M0 (Orange radiant),500
40149679,Etherium Reach,8KE-YS,Sun M0 (Orange radiant),500
40149732,Etherium Reach,LXQ2-T,Sun M0 (Orange radiant),500
40149809,Etherium Reach,HV-EAP,Sun M0 (Orange radiant),500
40149902,Etherium Reach,3IK-7O,Sun G3 (Pink Small),740
40149968,Etherium Reach,O-EUHA,Sun B0 (Blue),900
40150074,Etherium Reach,MO-I1W,Sun G5 (Yellow),680
40150135,Etherium Reach,ZZ5X-M,Sun K5 (Red Giant),580
40150151,Etherium Reach,UAV-1E,Sun M0 (Orange radiant),500
40150224,Etherium Reach,CL-IRS,Sun K7 (Orange),550
40150325,Etherium Reach,QBZO-R,Sun A0 (Blue Small),850
40150391,Etherium Reach,QHJR-E,Sun K5 (Orange Bright),620
40150411,Etherium Reach,1PF-BC,Sun M0 (Orange radiant),500
40150532,Etherium Reach,D-OJEZ,Sun G5 (Yellow),680
40150633,Etherium Reach,C-V6DQ,Sun K5 (Orange Bright),620
40150699,Etherium Reach,Z-FET0,Sun K5 (Red Giant),580
40150764,Etherium Reach,EX-GBT,Sun K3 (Yellow Small),650
40150780,Etherium Reach,PX-IHN,Sun G5 (Yellow),680
40150856,Etherium Reach,WPV-JN,Sun M0 (Orange radiant),500
40150953,Etherium Reach,IL-H0A,Sun G3 (Pink Small),740
40150975,Etherium Reach,CT8K-0,Sun K5 (Orange Bright),620
40151022,Etherium Reach,M9-LAN,Sun G5 (Pink),700
40151067,Etherium Reach,C-4D0W,Sun M0 (Orange radiant),500
40151160,Etherium Reach,L4X-1V,Sun K3 (Yellow Small),650
40151224,Etherium Reach,M-V0PQ,Sun G5 (Pink),700
40151256,Etherium Reach,DYPL-6,Sun M0 (Orange radiant),500
40151329,Etherium Reach,V-OL61,Sun M0 (Orange radiant),500
40151406,Etherium Reach,RK-Q51,Sun G5 (Pink),700
40151431,Etherium Reach,F69O-M,Sun K3 (Yellow Small),650
40151464,Etherium Reach,T-IDGH,Sun K3 (Yellow Small),650
40154465,Geminate,M-MD31,Sun G5 (Yellow),680
40154533,Geminate,WH-2EZ,Sun M0 (Orange radiant),500
40154615,Geminate,D0-F4W,Sun G3 (Pink Small),740
40154642,Geminate,QKTR-L,Sun K5 (Orange Bright),620
40154697,Geminate,YN3-E3,Sun B0 (Blue),900
40154774,Geminate,NBPH-N,Sun K5 (Orange Bright),620
40154801,Geminate,L-HV5C,Sun G5 (Pink),700
40154869,Geminate,L4X-FH,Sun K5 (Red Giant),580
40154937,Geminate,B6-52M,Sun K5 (Red Giant),580
40155038,Geminate,V-MZW0,Sun O1 (Bright Blue),1000
40155091,Geminate,BND-16,Sun M0 (Orange radiant),500
40155153,Geminate,IOO-7O,Sun M0 (Orange radiant),500
40155221,Geminate,BWF-ZZ,Sun G5 (Yellow),680
40155295,Geminate,4-CUM5,Sun K7 (Orange),550
40155364,Geminate,8MG-J6,Sun M0 (Orange radiant),500
40155442,Geminate,RLSI-V,Sun K5 (Orange Bright),620
40155504,Geminate,39-DGG,Sun O1 (Bright Blue),1000
40155595,Geminate,SV-K8J,Sun K3 (Yellow Small),650
40155630,Geminate,6RQ9-A,Sun G3 (Pink Small),740
40155710,Geminate,K42-IE,Sun G3 (Pink Small),740
40155765,Geminate,VSJ-PP,Sun G5 (Yellow),680
40155815,Geminate,3USX-F,Sun K3 (Yellow Small),650
40155829,Geminate,9-KWXC,Sun K7 (Orange),550
40155901,Geminate,NQ-9IH,Sun G3 (Pink Small),740
40155931,Geminate,KR-V6G,Sun G5 (Pink),700
40155946,Geminate,AP9-LV,Sun G3 (Pink Small),740
40156037,Geminate,0-GZX9,Sun K5 (Orange Bright),620
40156119,Geminate,2H-TSE,Sun M0 (Orange radiant),500
40156190,Geminate,4NGK-F,Sun K5 (Orange Bright),620
40156292,Geminate,O-VWPB,Sun G5 (Pink),700
40156335,Geminate,LX-ZOJ,Sun O1 (Bright Blue),1000
40156392,Geminate,6L78-1,Sun F0 (White),780
40156460,Geminate,04-LQM,Sun G5 (Pink),700
40156473,Geminate,4VY-Y1,Sun K5 (Red Giant),580
40156512,Geminate,LU-HQS,Sun G5 (Yellow),680
40156579,Geminate,U-L4KS,Sun G5 (Pink),700
40156690,Geminate,K25-XD,Sun G5 (Yellow),680
40156712,Geminate,6YC-TU,Sun K7 (Orange),550
40156799,Geminate,Y8R-XZ,Sun A0 (Blue Small),850
40156871,Geminate,P-E9GN,Sun G3 (Pink Small),740
40156892,Geminate,HJO-84,Sun A0 (Blue Small),850
40156971,Geminate,4D9-66,Sun K3 (Yellow Small),650
40156999,Geminate,L-TOFR,Sun K3 (Yellow Small),650
40157071,Geminate,Q-TBHW,Sun K5 (Red Giant),580
40157209,Geminate,9P4O-F,Sun G5 (Yellow),680
40157276,Geminate,UBX-CC,Sun M0 (Orange radiant),500
40157362,Geminate,TJM-JJ,Sun K5 (Orange Bright),620
40157393,Geminate,EOA-ZC,Sun G5 (Pink),700
40157461,Geminate,G-73MR,Sun M0 (Orange radiant),500
40157535,Geminate,E-91FV,Sun K7 (Orange),550
40157608,Geminate,AD-5B8,Sun K5 (Orange Bright),620
40157681,Geminate,QP0K-B,Sun G5 (Pink),700
40157700,Geminate,54-MF6,Sun G5 (Yellow),680
40157796,Geminate,D-I9HJ,Sun O1 (Bright Blue),1000
40157883,Geminate,P-6I0B,Sun M0 (Orange radiant),500
40157966,Geminate,CFYY-J,Sun K5 (Red Giant),580
40157996,Geminate,8-KZXQ,Sun G3 (Pink Small),740
40158050,Geminate,HKYW-T,Sun G5 (Pink),700
40158123,Geminate,3SFU-S,Sun K7 (Orange),550
40158170,Geminate,VJ-NQP,Sun K7 (Orange),550
40158238,Geminate,U6D-9A,Sun M0 (Orange radiant),500
40158305,Geminate,Atioth,Sun B5 (White Dwarf),820
40158358,Geminate,PYY3-5,Sun B0 (Blue),900
40158384,Geminate,RFGW-V,Sun K5 (Orange Bright),620
40158402,Geminate,N-HK93,Sun M0 (Orange radiant),500
40158492,Geminate,LR-2XT,Sun B5 (White Dwarf),820
40158548,Geminate,TZL-WT,Sun M0 (Orange radiant),500
40158598,Geminate,4K0N-J,Sun K5 (Red Giant),580
40158687,Geminate,B-F1MI,Sun K5 (Orange Bright),620
40158728,Geminate,W-3BSU,Sun K7 (Orange),550
40158778,Geminate,BE-UUN,Sun G5 (Yellow),680
40158861,Geminate,O2O-2X,Sun K3 (Yellow Small),650
40158991,Geminate,JE1-36,Sun M0 (Orange radiant),500
40159046,Geminate,5F-YRA,Sun K3 (Yellow Small),650
40159076,Geminate,TDE4-H,Sun K3 (Yellow Small),650
40159180,Geminate,UER-TH,Sun K5 (Red Giant),580
40159232,Geminate,UG-UWZ,Sun G5 (Yellow),680
40164443,Impass,1-7KWU,Sun M0 (Orange radiant),500
40164536,Impass,3-UCBF,Sun K3 (Yellow Small),650
40164581,Impass,N-CREL,Sun K5 (Red Giant),580
40164638,Impass,TM-0P2,Sun K3 (Yellow Small),650
40164694,Impass,4OIV-X,Sun A0 (Blue Small),850
40164788,Impass,Y-JKJ8,Sun K3 (Yellow Small),650
40164836,Impass,AFJ-NB,Sun K5 (Orange Bright),620
40164911,Impass,H-64KI,Sun M0 (Orange radiant),500
40164988,Impass,9I-SRF,Sun O1 (Bright Blue),1000
40165092,Impass,9-IIBL,Sun G5 (Yellow),680
40165175,Impass,5GQ-S9,Sun K3 (Yellow Small),650
40165266,Impass,YALR-F,Sun A0 (Blue Small),850
40165294,Impass,68FT-6,Sun M0 (Orange radiant),500
40165393,Impass,IV-UNR,Sun K3 (Yellow Small),650
40165409,Impass,IRE-98,Sun K7 (Orange),550
40165483,Impass,HOHF-B,Sun G5 (Pink),700
40165561,Impass,Y-6B0E,Sun M0 (Orange radiant),500
40165666,Impass,F-3H2P,Sun F0 (White),780
40165735,Impass,DY-40Z,Sun K5 (Orange Bright),620
40165764,Impass,XWY-YM,Sun G5 (Pink),700
40165828,Impass,M-9V5D,Sun K3 (Yellow Small),650
40165903,Impass,O2-39S,Sun M0 (Orange radiant),500
